id,topic,payload,timestamp
13,v3/sensors-openlab@ttn/devices/am3019-testqc2090/up,"{""end_device_ids"": {""device_id"": ""am3019-testqc2090"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124710C409707"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B5185""}, ""correlation_ids"": [""gs:uplink:01HYJ4NXRN5E5G3CJ6XEZW6E5M""], ""received_at"": ""2024-05-23T07:12:07.650513519Z"", ""uplink_message"": {""session_key_id"": ""AY8hdRVlEBGORKzEZVWHOg=="", ""f_port"": 85, ""f_cnt"": 4847, ""frm_payload"": ""A2cCAQRoVQUAAAbLAgd9NgIIfWQACXM+Jwt9DAAMfQwADX0GAA=="", ""decoded_payload"": {""co2"": 566, ""humidity"": 42.5, ""light_level"": 2, ""o3"": 0.06, ""pir"": ""idle"", ""pm10"": 12, ""pm2_5"": 12, ""pressure"": 1004.6, ""temperature"": 25.8, ""tvoc"": 100}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-23T07:12:43.998426914Z"", ""timestamp"": 1051480331, ""rssi"": -77, ""channel_rssi"": -77, ""snr"": 7.75, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qi6Kx9QMaDAjH2LuyBhDPnbnUASD4pfKIzYmEAQ=="", ""received_at"": ""2024-05-23T07:12:07.419754927Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868500000"", ""timestamp"": 1051480331, ""time"": ""2024-05-23T07:12:43.998426914Z""}, ""received_at"": ""2024-05-23T07:12:07.446465511Z"", ""consumed_airtime"": ""0.097536s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-23 07:12:07
14,v3/sensors-openlab@ttn/devices/q4-1003-7456/up,"{""end_device_ids"": {""device_id"": ""q4-1003-7456"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147456"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260BBE81""}, ""correlation_ids"": [""gs:uplink:01HYJ4R2JJTEZE7MYAYJKPH1F7""], ""received_at"": ""2024-05-23T07:13:18.113247547Z"", ""uplink_message"": {""session_key_id"": ""AY58bbuPeD1HJ7rVVxa1XQ=="", ""f_port"": 85, ""f_cnt"": 8408, ""frm_payload"": ""A2f0AARoYgZldwCDACcABWoAAAd9HgIIfeABCXPmJg=="", ""decoded_payload"": {""activity"": 0, ""co2"": 542, ""humidity"": 49, ""illumination"": 119, ""infrared"": 39, ""infrared_and_visible"": 131, ""pressure"": 995.8, ""temperature"": 24.4, ""tvoc"": 480}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-23T07:13:54.458080053Z"", ""timestamp"": 1121918907, ""rssi"": -99, ""channel_rssi"": -99, ""snr"": 8, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qu7/8lgQaDAiN2buyBhCXo4SwAyD45M+804uEAQ=="", ""received_at"": ""2024-05-23T07:13:17.880380256Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""867100000"", ""timestamp"": 1121918907, ""time"": ""2024-05-23T07:13:54.458080053Z""}, ""received_at"": ""2024-05-23T07:13:17.906810424Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-23 07:13:18
15,v3/sensors-openlab@ttn/devices/eui-24e124128c147500/up,"{""end_device_ids"": {""device_id"": ""eui-24e124128c147500"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147500"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B1914""}, ""correlation_ids"": [""gs:uplink:01HYJ4S1QB2KKGGKCRVS5B64V8""], ""received_at"": ""2024-05-23T07:13:50.008676957Z"", ""uplink_message"": {""session_key_id"": ""AY5wxgajO4DyAm9jmGa6bw=="", ""f_port"": 85, ""f_cnt"": 8647, ""frm_payload"": ""A2fcAARoagZl4AEgAqYABWodAAd9KwIIfcwACXPqJg=="", ""decoded_payload"": {""activity"": 29, ""co2"": 555, ""humidity"": 53, ""illumination"": 480, ""infrared"": 166, ""infrared_and_visible"": 544, ""pressure"": 996.2, ""temperature"": 22, ""tvoc"": 204}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-23T07:14:26.356623888Z"", ""timestamp"": 1153842771, ""rssi"": -95, ""channel_rssi"": -95, ""snr"": 9, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Q0/yYpgQaDAit2buyBhCA2Yj/AiC46I2zyoyEAQ=="", ""received_at"": ""2024-05-23T07:13:49.777770013Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868100000"", ""timestamp"": 1153842771, ""time"": ""2024-05-23T07:14:26.356623888Z""}, ""received_at"": ""2024-05-23T07:13:49.804312417Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-23 07:13:50
16,v3/sensors-openlab@ttn/devices/eui-24e124128c147500/up,"{""end_device_ids"": {""device_id"": ""eui-24e124128c147500"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147500"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B1914""}, ""correlation_ids"": [""gs:uplink:01HYN7RS0D0JWWW6QW2N4AXWY3""], ""received_at"": ""2024-05-24T12:03:50.109858195Z"", ""uplink_message"": {""session_key_id"": ""AY5wxgajO4DyAm9jmGa6bw=="", ""f_port"": 85, ""f_cnt"": 8820, ""frm_payload"": ""A2fmAARoYQZlZgBoAB0ABWoAAAd9GQIIfcEACXPqJg=="", ""decoded_payload"": {""activity"": 0, ""co2"": 537, ""humidity"": 48.5, ""illumination"": 102, ""infrared"": 29, ""infrared_and_visible"": 104, ""pressure"": 996.2, ""temperature"": 23, ""tvoc"": 193}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:04:33.026611089Z"", ""timestamp"": 1874630483, ""rssi"": -91, ""channel_rssi"": -91, ""snr"": 5.75, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Q067y/QYaDAilhMKyBhDJ+uqtAyC4uLzFx9mbAQ=="", ""received_at"": ""2024-05-24T12:03:49.873811429Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868300000"", ""timestamp"": 1874630483, ""time"": ""2024-05-24T12:04:33.026611089Z""}, ""received_at"": ""2024-05-24T12:03:49.902256435Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:03:50
17,v3/sensors-openlab@ttn/devices/eui-24e124710c408089/up,"{""end_device_ids"": {""device_id"": ""eui-24e124710c408089"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124710C408089"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B2848""}, ""correlation_ids"": [""gs:uplink:01HYN80N41QJDFJNT6DWDNAW3H""], ""received_at"": ""2024-05-24T12:08:08.274149864Z"", ""uplink_message"": {""session_key_id"": ""AY7xshtuMWcxlECmE7u0Rg=="", ""f_port"": 85, ""f_cnt"": 6866, ""frm_payload"": ""A2fWAARoaQUAAAbLAAd9ywEIfWQACXNKJwt9DAAMfQ0ADX0VAA=="", ""decoded_payload"": {""co2"": 459, ""humidity"": 52.5, ""light_level"": 0, ""o3"": 0.21, ""pir"": ""idle"", ""pm10"": 13, ""pm2_5"": 12, ""pressure"": 1005.8, ""temperature"": 21.4, ""tvoc"": 100}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:08:51.188688993Z"", ""timestamp"": 2132788139, ""rssi"": -86, ""channel_rssi"": -86, ""snr"": 6.75, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qq4f/+AcaCwiohsKyBhC43qAfIPin0aCJ4ZsB"", ""received_at"": ""2024-05-24T12:08:08.038013499Z""}, {""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw2"", ""eui"": ""FCC23DFFFE0A7159""}, ""time"": ""2024-05-24T12:08:51.522612094Z"", ""timestamp"": 2157366835, ""rssi"": -113, ""channel_rssi"": -113, ""snr"": -6, ""location"": {""latitude"": 41.50381268459182, ""longitude"": 2.0986059308052067, ""altitude"": 180, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MhII/MI9//4KcVkQs5zbhAgaCwiohsKyBhCWw9QfILju1ejk4ZsB"", ""received_at"": ""2024-05-24T12:08:08.043501867Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868500000"", ""timestamp"": 2132788139, ""time"": ""2024-05-24T12:08:51.188688993Z""}, ""received_at"": ""2024-05-24T12:08:08.066747054Z"", ""consumed_airtime"": ""0.107776s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:08:08
18,v3/sensors-openlab@ttn/devices/eui-24e124128c147446/up,"{""end_device_ids"": {""device_id"": ""eui-24e124128c147446"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147446"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B2EC3""}, ""correlation_ids"": [""gs:uplink:01HYN81XRPMGYQ9SWG2Y0Z8WEB""], ""received_at"": ""2024-05-24T12:08:49.894723861Z"", ""uplink_message"": {""session_key_id"": ""AY5yJkX4dLtSpPgzpIOJgg=="", ""f_port"": 85, ""f_cnt"": 8819, ""frm_payload"": ""A2f1AARoWwZlXQBcABkABWoBAAd9TgIIfXkACXPkJg=="", ""decoded_payload"": {""activity"": 1, ""co2"": 590, ""humidity"": 45.5, ""illumination"": 93, ""infrared"": 25, ""infrared_and_visible"": 92, ""pressure"": 995.6, ""temperature"": 24.5, ""tvoc"": 121}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:09:32.809899091Z"", ""timestamp"": 2174415627, ""rssi"": -81, ""channel_rssi"": -81, ""snr"": 7, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qi+brjAgaDAjRhsKyBhCQj4THAiD4xZWqpOKbAQ=="", ""received_at"": ""2024-05-24T12:08:49.658211743Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868500000"", ""timestamp"": 2174415627, ""time"": ""2024-05-24T12:09:32.809899091Z""}, ""received_at"": ""2024-05-24T12:08:49.686653925Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:08:49
19,v3/sensors-openlab@ttn/devices/eui-24e124725c461468/up,"{""end_device_ids"": {""device_id"": ""eui-24e124725c461468"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124725C461468"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260BD466""}, ""correlation_ids"": [""gs:uplink:01HYN82BDMPKCYCTCF9VEQBMAR""], ""received_at"": ""2024-05-24T12:09:03.871989192Z"", ""uplink_message"": {""session_key_id"": ""AY33IyvceKWHaGgqOE/h8A=="", ""f_port"": 85, ""f_cnt"": 12320, ""frm_payload"": ""AXVCA2f/AARoYgd9swI="", ""decoded_payload"": {""battery"": 66, ""co2"": 691, ""humidity"": 49, ""temperature"": 25.5}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-indoor"", ""eui"": ""24E124FFFEF5C2F8""}, ""time"": ""2024-05-24T12:09:03.936048984Z"", ""timestamp"": 2195428529, ""rssi"": -47, ""channel_rssi"": -47, ""snr"": 14.25, ""uplink_token"": ""Ch0KGwoPb3BlbmxhYnMtaW5kb29yEggk4ST//vXC+BCxqe6WCBoMCN+GwrIGENmKyr4CIOim883y4psB"", ""received_at"": ""2024-05-24T12:09:03.644001655Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868100000"", ""timestamp"": 2195428529, ""time"": ""2024-05-24T12:09:03.936048984Z""}, ""received_at"": ""2024-05-24T12:09:03.668835010Z"", ""consumed_airtime"": ""0.066816s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:09:03
20,v3/sensors-openlab@ttn/devices/eui-24e124128c147204/up,"{""end_device_ids"": {""device_id"": ""eui-24e124128c147204"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147204"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B31B3""}, ""correlation_ids"": [""gs:uplink:01HYN84PB4MPQNTA4JN5RB5DQY""], ""received_at"": ""2024-05-24T12:10:20.597226740Z"", ""uplink_message"": {""session_key_id"": ""AY58dG5gIcXQKX+SHYLbBQ=="", ""f_port"": 85, ""f_cnt"": 8521, ""frm_payload"": ""A2fqAARofAZlBgAHAAIABWoAAAd9OQQIfYEACXPYJg=="", ""decoded_payload"": {""activity"": 0, ""co2"": 1081, ""humidity"": 62, ""illumination"": 6, ""infrared"": 2, ""infrared_and_visible"": 7, ""pressure"": 994.4, ""temperature"": 23.4, ""tvoc"": 129}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw2"", ""eui"": ""FCC23DFFFE0A7159""}, ""time"": ""2024-05-24T12:11:03.844532012Z"", ""timestamp"": 2289692788, ""rssi"": -112, ""channel_rssi"": -112, ""snr"": -8.75, ""location"": {""latitude"": 41.50381268459182, ""longitude"": 2.0986059308052067, ""altitude"": 180, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MhII/MI9//4KcVkQ9ODnwwgaDAish8KyBhDAvYC5ASCgis3i0eWbAQ=="", ""received_at"": ""2024-05-24T12:10:20.365015488Z""}, {""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:11:03.521419048Z"", ""timestamp"": 2265114092, ""rssi"": -107, ""channel_rssi"": -107, ""snr"": -5.5, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Q7MuLuAgaDAish8KyBhDb0869ASDgw8ia9uSbAQ=="", ""received_at"": ""2024-05-24T12:10:20.369716761Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 8, ""coding_rate"": ""4/5""}}, ""frequency"": ""868300000"", ""timestamp"": 2289692788, ""time"": ""2024-05-24T12:11:03.844532012Z""}, ""received_at"": ""2024-05-24T12:10:20.388799899Z"", ""consumed_airtime"": ""0.164352s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:10:20
21,v3/sensors-openlab@ttn/devices/am307-9074/up,"{""end_device_ids"": {""device_id"": ""am307-9074"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124707C409074"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B4142""}, ""correlation_ids"": [""gs:uplink:01HYN85BXC24JC6G42HKWWVCS8""], ""received_at"": ""2024-05-24T12:10:42.681616509Z"", ""uplink_message"": {""session_key_id"": ""AY8pSuYy6wDCVolyhgWCwg=="", ""f_port"": 85, ""f_cnt"": 4790, ""frm_payload"": ""A2f6AARoXwUAAAbLAwd9AwMIfacACXNLJwF1OA=="", ""decoded_payload"": {""battery"": 56, ""co2"": 771, ""humidity"": 47.5, ""light_level"": 3, ""pir"": ""idle"", ""pressure"": 1005.9, ""temperature"": 25, ""tvoc"": 167}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:11:25.601958036Z"", ""timestamp"": 2287201876, ""rssi"": -99, ""channel_rssi"": -99, ""snr"": 3.75, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Q1NzPwggaDAjCh8KyBhCur6njASCg8Ou+yOWbAQ=="", ""received_at"": ""2024-05-24T12:10:42.448859070Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""867500000"", ""timestamp"": 2287201876, ""time"": ""2024-05-24T12:11:25.601958036Z""}, ""received_at"": ""2024-05-24T12:10:42.477574919Z"", ""consumed_airtime"": ""0.087296s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:10:42
22,v3/sensors-openlab@ttn/devices/am3019-testqc2090/up,"{""end_device_ids"": {""device_id"": ""am3019-testqc2090"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124710C409707"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B5185""}, ""correlation_ids"": [""gs:uplink:01HYN880C0596KMZ1T14M3HX0B""], ""received_at"": ""2024-05-24T12:12:09.168061014Z"", ""uplink_message"": {""session_key_id"": ""AY8hdRVlEBGORKzEZVWHOg=="", ""f_port"": 85, ""f_cnt"": 5077, ""frm_payload"": ""A2f/AARoUgUAAAbLAgd99QEIfWQACXM+Jwt9BQAMfQUADX0IAA=="", ""decoded_payload"": {""co2"": 501, ""humidity"": 41, ""light_level"": 2, ""o3"": 0.08, ""pir"": ""idle"", ""pm10"": 5, ""pm2_5"": 5, ""pressure"": 1004.6, ""temperature"": 25.5, ""tvoc"": 100}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:12:52.085875988Z"", ""timestamp"": 2373683523, ""rssi"": -73, ""channel_rssi"": -73, ""snr"": 8.25, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qw5Lu6wgaDAiYiMKyBhD4047KAyC428DUiuibAQ=="", ""received_at"": ""2024-05-24T12:12:08.932904451Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868500000"", ""timestamp"": 2373683523, ""time"": ""2024-05-24T12:12:52.085875988Z""}, ""received_at"": ""2024-05-24T12:12:08.961665188Z"", ""consumed_airtime"": ""0.097536s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:12:09
23,v3/sensors-openlab@ttn/devices/q4-1003-7456/up,"{""end_device_ids"": {""device_id"": ""q4-1003-7456"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147456"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260BBE81""}, ""correlation_ids"": [""gs:uplink:01HYN8A4BBEVW0Q53ZPB0W45TB""], ""received_at"": ""2024-05-24T12:13:18.788219510Z"", ""uplink_message"": {""session_key_id"": ""AY58bbuPeD1HJ7rVVxa1XQ=="", ""f_port"": 85, ""f_cnt"": 8584, ""frm_payload"": ""A2f3AARoWQZlOQBSAB0ABWoAAAd9HQIIff4BCXPmJg=="", ""decoded_payload"": {""activity"": 0, ""co2"": 541, ""humidity"": 44.5, ""illumination"": 57, ""infrared"": 29, ""infrared_and_visible"": 82, ""pressure"": 995.8, ""temperature"": 24.7, ""tvoc"": 510}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:14:01.695425033Z"", ""timestamp"": 2443293899, ""rssi"": -97, ""channel_rssi"": -97, ""snr"": 8.25, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qy+mGjQkaDAjeiMKyBhDgscWQAiD48aj9jeqbAQ=="", ""received_at"": ""2024-05-24T12:13:18.543833534Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""867100000"", ""timestamp"": 2443293899, ""time"": ""2024-05-24T12:14:01.695425033Z""}, ""received_at"": ""2024-05-24T12:13:18.572312577Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:13:18
24,v3/sensors-openlab@ttn/devices/eui-24e124128c147500/up,"{""end_device_ids"": {""device_id"": ""eui-24e124128c147500"", ""application_ids"": {""application_id"": ""sensors-openlab""}, ""dev_eui"": ""24E124128C147500"", ""join_eui"": ""24E124C0002A0001"", ""dev_addr"": ""260B1914""}, ""correlation_ids"": [""gs:uplink:01HYN8B1BYZFZB31F8J7CZA5XQ""], ""received_at"": ""2024-05-24T12:13:48.498260843Z"", ""uplink_message"": {""session_key_id"": ""AY5wxgajO4DyAm9jmGa6bw=="", ""f_port"": 85, ""f_cnt"": 8821, ""frm_payload"": ""A2flAARoYQZlaABpAB0ABWoAAAd9FQIIfbwACXPpJg=="", ""decoded_payload"": {""activity"": 0, ""co2"": 533, ""humidity"": 48.5, ""illumination"": 104, ""infrared"": 29, ""infrared_and_visible"": 105, ""pressure"": 996.1, ""temperature"": 22.9, ""tvoc"": 188}, ""rx_metadata"": [{""gateway_ids"": {""gateway_id"": ""openlabs-cephis-gw1"", ""eui"": ""FCC23DFFFE0AB30E""}, ""time"": ""2024-05-24T12:14:31.407742977Z"", ""timestamp"": 2473005243, ""rssi"": -93, ""channel_rssi"": -93, ""snr"": 9.25, ""location"": {""latitude"": 41.500425927352076, ""longitude"": 2.111405432224274, ""altitude"": 152, ""source"": ""SOURCE_REGISTRY""}, ""uplink_token"": ""CiEKHwoTb3BlbmxhYnMtY2VwaGlzLWd3MRII/MI9//4Ksw4Qu6GcmwkaDAj8iMKyBhCPmciIASD4tOXU/OqbAQ=="", ""received_at"": ""2024-05-24T12:13:48.258615889Z""}], ""settings"": {""data_rate"": {""lora"": {""bandwidth"": 125000, ""spreading_factor"": 7, ""coding_rate"": ""4/5""}}, ""frequency"": ""868300000"", ""timestamp"": 2473005243, ""time"": ""2024-05-24T12:14:31.407742977Z""}, ""received_at"": ""2024-05-24T12:13:48.287381096Z"", ""consumed_airtime"": ""0.092416s"", ""network_ids"": {""net_id"": ""000013"", ""ns_id"": ""EC656E0000000181"", ""tenant_id"": ""ttn"", ""cluster_id"": ""eu1"", ""cluster_address"": ""eu1.cloud.thethings.network""}}}",2024-05-24 12:13:48
